id,name,size.bytecode,size.static
270,table_snatch_pair,497,1360
271,tsf_region_add_cback,312,1104
272,tsf_type_in_map_get_empty_singleton,42,840
273,init_empty_singleton,83,528
274,tsf_once,168,936
275,tsf_type_in_map_clone_in,928,1632
276,tsf_type_in_map_destroy,489,1312
277,tsf_type_in_map_prepare,930,1480
278,tsf_type_in_map_append,519,1232
279,tsf_type_in_map_get_num_types,48,544
280,tsf_type_in_map_get_type,88,568
281,tsf_type_out_map_create,173,984
282,tsf_type_out_map_destroy,105,976
283,table_destroy_pair,110,1000
284,tsf_type_out_map_get_type_code,788,1592
285,tsf_st_lookup_ptrtable,613,1152
286,tsf_st_ptrhash,120,552
287,tsf_stream_file_input_open,369,1216
288,tsf_stream_file_input_fd_open,1328,1896
289,tsf_stream_file_input_close,588,1384
290,tsf_stream_file_input_read_existing_buffer,204,1048
291,tsf_stream_file_output_open,893,1648
292,tsf_stream_file_output_fd_open,1203,1856
293,tsf_stream_file_output_close,540,1320
294,tsf_stream_file_output_write,206,984
295,tsf_named_type_create,567,1496
296,tsf_named_type_destroy,192,1072
297,tsf_named_type_get_name,48,536
298,tsf_named_type_get_type,49,544
299,tsf_named_type_get_hash,172,1016
300,tsf_read_string,782,1672
301,tsf_write_string,316,1096
302,tsf_full_read_of_partial,515,1480
303,tsf_zip_wtr_attr_get_default,167,592
304,tsf_zip_wtr_attr_get_zlib_default,267,968
305,tsf_zip_wtr_attr_get_bzip2_default,267,968
306,tsf_zip_wtr_attr_get_for_mode,246,1040
307,tsf_zip_rdr_attr_get_default,181,648
308,tsf_zip_rdr_attr_is_nozip,201,560
309,tsf_zip_writer_create,695,1752
310,tsf_zip_writer_destroy,125,920
311,tsf_zip_writer_write,673,1544
312,tsf_zip_writer_finish,532,1264
313,tsf_zip_abstract_deflate,114,936
314,tsf_zip_abstract_inflate,114,936
315,tsf_limits_destroy,125,880
316,tsf_limits_clone,220,1064
317,tsf_adaptive_reader_create,696,1424
318,tsf_adaptive_reader_destroy,99,976
319,tear_down_mode,1217,1632
320,tsf_adaptive_reader_hint_switch,51,544
321,tsf_adaptive_reader_read,4656,4064
322,select_mode,3230,2800
323,tear_down_and_select_mode,256,1056
324,tear_to_none,950,1608
325,tsf_adaptive_reader_get_remaining,282,1040
326,tsf_type_create_aoe,155,984
327,aoe_failure,91,960
328,tsf_type_create_array_aoe,144,976
329,tsf_type_create_struct_with_native_size_aoe,246,1104
330,tsf_type_create_struct_with_native_size_and_destructor_aoe,193,1048
331,tsf_type_create_choice_with_native_map_aoe,313,1216
332,tsf_struct_type_append_with_native_map_aoe,264,1104
333,tsf_struct_type_append_primitive_with_native_map_aoe,145,1048
334,tsf_struct_type_append_from_callback_and_dup_with_native_map_aoe,144,1088
335,tsf_choice_type_append_aoe,167,976
336,tsf_choice_type_append_primitive_aoe,128,1008
337,tsf_choice_type_append_from_callback_and_dup_aoe,128,1032
338,tsf_type_set_name_aoe,152,952
339,tsf_typed_data_write,347,1240
340,tsf_typed_data_read,317,1216
341,tsf_typed_data_read_into,352,1272
342,Operand__get_type,36,832
343,Operand__type__builder,17,808
344,tsf_init_pointer,204,1064
345,tsf_basic_fence,4,512
346,Operand__build_type,94,912
347,Type__get_type,36,832
348,Type__type__builder,16,808
349,Type__build_type,94,912
350,Type__destruct,81,880
351,CodeOffset__get_type,36,832
352,CodeOffset__type__builder,16,808
353,CodeOffset__build_type,94,912
354,VariableDecl__get_type,36,832
355,VariableDecl__type__builder,17,808
356,VariableDecl__build_type,242,1120
357,VariableDecl__destruct,96,976
358,Instruction__get_type,36,832
359,Instruction__type__builder,17,808
360,Instruction__build_type,522,1592
361,Instruction__destruct,171,912
362,Instruction__alloc__destruct,74,880
363,Instruction__call__destruct,85,880
364,Instruction__call__args__destruct,74,880
365,DebugData__get_type,36,832
366,DebugData__type__builder,17,808
367,DebugData__build_type,318,1176
368,DebugData__destruct,81,888
369,ProcedureDecl__get_type,36,832
370,ProcedureDecl__type__builder,17,808
371,ProcedureDecl__build_type,182,1056
372,ProcedureDecl__destruct,81,880
373,ProcedureDefn__get_type,36,832
374,ProcedureDefn__type__builder,17,808
375,ProcedureDefn__build_type,363,1232
376,ProcedureDefn__destruct,159,1056
377,ProcedureDefn__variables__destruct,74,880
378,ProcedureDefn__code__destruct,74,880
379,ProcedureDefn__debug__destruct,75,880
380,VariableDecl__arrayLBP170xEiZImruzZ0iP9t_2COXNjY_uyYrAk1pf__destruct,188,1064
381,Instruction__arrayLBP170xEiZImruzZ0iP9t_2COXNjY_uyYrAk1pf__destruct,188,1064
382,DebugData__arrayLBP170xEiZImruzZ0iP9t_2COXNjY_uyYrAk1pf__destruct,187,1064
383,ProgramElement__get_type,36,832
384,ProgramElement__type__builder,17,808
385,ProgramElement__build_type,256,1336
386,ProgramElement__destruct,158,912
387,Program__get_type,36,832
388,Program__type__builder,17,808
389,Program__build_type,174,1056
390,Program__get_generator,36,832
391,Program__genrtr__builder,26,864
392,Program__get_parser,36,832
393,Program__parser__builder,26,864
394,Program__destruct,74,880
395,Program__globals__destruct,75,880
396,ProgramElement__arrayLBP170xEiZImruzZ0iP9t_2COXNjY_uyYrAk1pf__destruct,187,1064
397,Program__write,116,1008
398,Program__read,88,960
399,Program__read_into,116,1008
400,Instruction__mov__get_type,36,832
401,Instruction__mov__type__builder,17,808
402,Instruction__mov__build_type,224,1112
403,Instruction__add__get_type,36,832
404,Instruction__add__type__builder,17,808
405,Instruction__add__build_type,224,1112
406,Instruction__alloc__get_type,36,832
407,Instruction__alloc__type__builder,17,808
408,Instruction__alloc__build_type,174,1056
409,Instruction__ret__get_type,36,832
410,Instruction__ret__type__builder,17,808
411,Instruction__ret__build_type,164,1048
412,Instruction__jump__get_type,36,832
413,Instruction__jump__type__builder,17,808
414,Instruction__jump__build_type,164,1048
415,Instruction__call__get_type,36,832
416,Instruction__call__type__builder,17,808
417,Instruction__call__build_type,294,1176
418,integer__arrayLBP170xEiZImruzZ0iP9t_2COXNjY_uyYrAk1pf__destruct,81,880
419,Instruction__call__args__get_type,36,832
420,Instruction__call__args__type__builder,16,808
421,Instruction__call__args__build_type,86,944
422,integer__arrayLBP170xEiZImruzZ0iP9t_2COXNjY_uyYrAk1pf__get_type,36,832
423,integer__array__type__builder,16,808
424,integer__array__build_type,104,952
425,Instruction__branchZero__get_type,36,832
426,Instruction__branchZero__type__builder,17,808
427,Instruction__branchZero__build_type,224,1112
428,ProcedureDefn__variables__get_type,36,832
429,ProcedureDefn__variables__type__builder,16,808
430,ProcedureDefn__variables__build_type,86,944
431,VariableDecl__arrayLBP170xEiZImruzZ0iP9t_2COXNjY_uyYrAk1pf__get_type,36,832
432,VariableDecl__array__type__builder,16,808
433,VariableDecl__array__build_type,96,976
434,ProcedureDefn__code__get_type,36,832
435,ProcedureDefn__code__type__builder,16,808
436,ProcedureDefn__code__build_type,86,944
437,Instruction__arrayLBP170xEiZImruzZ0iP9t_2COXNjY_uyYrAk1pf__get_type,36,832
438,Instruction__array__type__builder,16,808
439,Instruction__array__build_type,96,976
440,ProcedureDefn__debug__get_type,36,832
441,ProcedureDefn__debug__type__builder,16,808
442,ProcedureDefn__debug__build_type,86,944
443,DebugData__arrayLBP170xEiZImruzZ0iP9t_2COXNjY_uyYrAk1pf__get_type,36,832
444,DebugData__array__type__builder,16,808
445,DebugData__array__build_type,96,976
446,Program__globals__get_type,36,832
447,Program__globals__type__builder,16,808
448,Program__globals__build_type,86,944
449,ProgramElement__arrayLBP170xEiZImruzZ0iP9t_2COXNjY_uyYrAk1pf__get_type,36,832
450,ProgramElement__array__type__builder,16,808
451,ProgramElement__array__build_type,96,976
452,DOperand__get_type,36,832
453,DOperand__type__builder,17,808
454,tsf_init_pointer,204,1064
455,tsf_basic_fence,4,512
456,DOperand__build_type,94,912
457,DType__get_type,36,832
458,DType__type__builder,16,808
459,DType__build_type,94,912
460,DType__destruct,81,880
461,DCodeOffset__get_type,36,832
462,DCodeOffset__type__builder,16,808
463,DCodeOffset__build_type,94,912
464,DVariableDecl__get_type,36,832
465,DVariableDecl__type__builder,17,808
466,DVariableDecl__build_type,174,1056
467,DVariableDecl__destruct,74,880
468,DInstruction__get_type,36,832
469,DInstruction__type__builder,17,808
470,DInstruction__build_type,522,1592
471,DInstruction__destruct,171,912
472,DInstruction__alloc__destruct,74,880
473,DInstruction__call__destruct,85,880
474,DInstruction__call__args__destruct,74,880
475,DProcedureDecl__get_type,36,832
476,DProcedureDecl__type__builder,17,808
477,DProcedureDecl__build_type,182,1056
478,DProcedureDecl__destruct,81,880
479,DProcedureDefn__get_type,36,832
480,DProcedureDefn__type__builder,17,808
481,DProcedureDefn__build_type,303,1176
482,DProcedureDefn__destruct,133,1016
483,DProcedureDefn__variables__destruct,74,880
484,DProcedureDefn__code__destruct,75,880
485,DVariableDecl__arrayW7BOAgwLepJkOpeCcB_oKK_rbSCfFq_AutXtJEqHNPImfXBNqcXz__destruct,188,1064
486,DInstruction__arrayW7BOAgwLepJkOpeCcB_oKK_rbSCfFq_AutXtJEqHNPImfXBNqcXz__destruct,187,1064
487,DProgramElement__get_type,36,832
488,DProgramElement__type__builder,17,808
489,DProgramElement__build_type,256,1336
490,DProgramElement__destruct,158,912
491,DProgram__get_type,36,832
492,DProgram__type__builder,17,808
493,DProgram__build_type,174,1056
494,DProgram__get_parser,36,832
495,DProgram__parser__builder,26,864
496,DProgram__destruct,74,880
497,DProgram__globals__destruct,75,880
498,DProgramElement__arrayW7BOAgwLepJkOpeCcB_oKK_rbSCfFq_AutXtJEqHNPImfXBNqcXz__destruct,187,1064
499,DProgram__read,88,960
500,DInstruction__mov__get_type,36,832
501,DInstruction__mov__type__builder,17,808
502,DInstruction__mov__build_type,224,1112
503,DInstruction__add__get_type,36,832
504,DInstruction__add__type__builder,17,808
505,DInstruction__add__build_type,224,1112
506,DInstruction__alloc__get_type,36,832
507,DInstruction__alloc__type__builder,17,808
508,DInstruction__alloc__build_type,174,1056
509,DInstruction__ret__get_type,36,832
510,DInstruction__ret__type__builder,17,808
511,DInstruction__ret__build_type,164,1048
512,DInstruction__jump__get_type,36,832
513,DInstruction__jump__type__builder,17,808
514,DInstruction__jump__build_type,164,1048
515,DInstruction__call__get_type,36,832
516,DInstruction__call__type__builder,17,808
517,DInstruction__call__build_type,294,1176
518,int16__arrayW7BOAgwLepJkOpeCcB_oKK_rbSCfFq_AutXtJEqHNPImfXBNqcXz__destruct,81,880
519,DInstruction__call__args__get_type,36,832
520,DInstruction__call__args__type__builder,16,808
521,DInstruction__call__args__build_type,86,944
522,int16__arrayW7BOAgwLepJkOpeCcB_oKK_rbSCfFq_AutXtJEqHNPImfXBNqcXz__get_type,36,832
523,int16__array__type__builder,16,808
524,int16__array__build_type,104,952
525,DInstruction__branchZero__get_type,36,832
526,DInstruction__branchZero__type__builder,17,808
527,DInstruction__branchZero__build_type,224,1112
528,DProcedureDefn__variables__get_type,36,832
529,DProcedureDefn__variables__type__builder,16,808
530,DProcedureDefn__variables__build_type,86,944
531,DVariableDecl__arrayW7BOAgwLepJkOpeCcB_oKK_rbSCfFq_AutXtJEqHNPImfXBNqcXz__get_type,36,832
532,DVariableDecl__array__type__builder,16,808
533,DVariableDecl__array__build_type,96,976
534,DProcedureDefn__code__get_type,36,832
535,DProcedureDefn__code__type__builder,16,808
536,DProcedureDefn__code__build_type,86,944
537,DInstruction__arrayW7BOAgwLepJkOpeCcB_oKK_rbSCfFq_AutXtJEqHNPImfXBNqcXz__get_type,36,832
538,DInstruction__array__type__builder,16,808
539,DInstruction__array__build_type,96,976
540,DProgram__globals__get_type,36,832
541,DProgram__globals__type__builder,16,808
542,DProgram__globals__build_type,86,944
543,DProgramElement__arrayW7BOAgwLepJkOpeCcB_oKK_rbSCfFq_AutXtJEqHNPImfXBNqcXz__get_type,36,832
544,DProgramElement__array__type__builder,16,808
545,DProgramElement__array__build_type,97,976
546,main,1740,3424
547,usage,59,880
548,milliTime,151,1152
549,writeTest,6290,6992
550,readTest,605,1736
551,readMallocTest,632,1736
552,readConvertTest,605,1736
553,tsf_region_create,392,1064
554,tsf_region_alloc,608,1192
555,tsf_region_strdup,253,1136
556,tsf_region_free,323,1192
557,malloc,12,808
558,dlmalloc,5377,8272
559,prepend_alloc,1091,1680
560,free,12,808
561,dlfree,1713,2216
562,calloc,109,984
563,realloc,1140,2192
564,dispose_chunk,1638,2120
565,gettimeofday,113,1016
566,__lseek,101,976
567,read,113,984
568,write,113,984
569,_Exit,13,792
570,__main_void,214,1400
571,close,40,936
572,__wasi_args_get,18,816
573,__wasi_args_sizes_get,18,824
574,__wasi_environ_get,18,824
575,__wasi_environ_sizes_get,18,824
576,__wasi_clock_time_get,20,824
577,__wasi_fd_close,16,824
578,__wasi_fd_fdstat_get,18,824
579,__wasi_fd_fdstat_set_flags,18,824
580,__wasi_fd_prestat_get,18,824
581,__wasi_fd_prestat_dir_name,20,824
582,__wasi_fd_read,22,824
583,__wasi_fd_seek,22,824
584,__wasi_fd_write,22,824
585,__wasi_path_open,38,992
586,__wasi_path_unlink_file,26,928
587,__wasi_proc_exit,12,792
588,abort,6,504
589,__wasilibc_nocwd_openat_nomode,282,1240
590,__wasilibc_nocwd___wasilibc_unlinkat,37,864
591,open,163,1024
592,unlink,161,1008
593,__wasilibc_populate_preopens,226,1296
594,internal_register_preopened_fd_unlocked,280,1320
595,__wasilibc_find_relpath,95,904
596,__wasilibc_find_abspath,343,1408
597,sbrk,79,888
